,required_skills
2254,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2255,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2256,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2257,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2258,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2259,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2260,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2261,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2262,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2263,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2264,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2265,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2266,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2267,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2268,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
2269,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
2270,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
2271,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2272,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
2273,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
2274,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
2275,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
2276,"python  ,  database  ,  django  ,  team player  ,  sql"
2277,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
2278,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
2279,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2280,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2281,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2282,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2283,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2284,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2285,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2286,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2287,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2288,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2289,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2290,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2291,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2292,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2293,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
2294,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
2295,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
2296,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2297,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
2298,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
2299,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
2300,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
2301,"python  ,  database  ,  django  ,  team player  ,  sql"
2302,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
2303,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
2304,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2305,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2306,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2307,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2308,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2309,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2310,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2311,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2312,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2313,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2314,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2315,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2316,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2317,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2318,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
2319,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
2320,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
2321,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2322,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
2323,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
2324,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
2325,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
2326,"python  ,  database  ,  django  ,  team player  ,  sql"
2327,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
2328,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
2329,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2330,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2331,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2332,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2333,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2334,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2335,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2336,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2337,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2338,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2339,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2340,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2341,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2342,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2343,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
2344,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
2345,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
2346,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2347,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
2348,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
2349,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
2350,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
2351,"python  ,  database  ,  django  ,  team player  ,  sql"
2352,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
2353,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
2354,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2355,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2356,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2357,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2358,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2359,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2360,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2361,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2362,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2363,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2364,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2365,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2366,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2367,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2368,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
2369,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
2370,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
2371,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2372,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
2373,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
2374,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
2375,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
2376,"python  ,  database  ,  django  ,  team player  ,  sql"
2377,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
2378,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
2379,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2380,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2381,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2382,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2383,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2384,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2385,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2386,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2387,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2388,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2389,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2390,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2391,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2392,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2393,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
2394,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
2395,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
2396,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2397,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
2398,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
2399,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
2400,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
2401,"python  ,  database  ,  django  ,  team player  ,  sql"
2402,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
2403,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
2404,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
2405,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
2406,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
2407,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
2408,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
2409,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
2410,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2411,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
2412,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
2413,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
2414,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
2415,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
2416,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
2417,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
2418,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
